Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
124,E28C8F,-133.66322714681442
125,E28D38,-133.65152354570637
126,E28DE1,-133.63981994459834
127,E28F33,-133.61641274238227
128,E28FDC,-133.60470914127424
129,E29085,-133.5930055401662
130,E291D7,-133.56959833795014
131,E29280,-133.5578947368421
132,E29329,-133.54619113573406
133,E2947B,-133.522783933518
134,E29524,-133.51108033241
135,E295CD,-133.49937673130194
136,E2971F,-133.4759695290859
137,E297C8,-133.46426592797783
138,E29871,-133.4525623268698
139,E299C3,-133.42915512465373
140,E29A6C,-133.4174515235457
141,E29B15,-133.40574792243766
142,E29BBE,-133.39404432132963
143,E29D10,-133.37063711911358
144,E29DB9,-133.35893351800553
145,E29F0B,-133.33552631578948
146,E29FB4,-133.32382271468146
147,E2A05D,-133.3121191135734
148,E2A1AF,-133.28871191135735
149,E2A258,-133.2770083102493
150,E2A301,-133.26530470914128
151,E2A453,-133.2418975069252
152,E2A4FC,-133.23019390581717
153,E2A5A5,-133.21849030470915
154,E2A6F7,-133.19508310249307
155,E2A7A0,-133.18337950138505
156,E2A849,-133.17167590027702
157,E2A99B,-133.14826869806095
158,E2AA44,-133.13656509695292
159,E2AAED,-133.12486149584487
160,E2AC3F,-133.1014542936288
161,E2ACE8,-133.08975069252077
162,E2AE3A,-133.0663434903047
163,E2AEE3,-133.05463988919666
164,E2AF8C,-133.04293628808864
165,E2B0DE,-133.0195290858726
166,E2B187,-133.00782548476454
167,E2B2D9,-132.9844182825485
168,E2B382,-132.97271468144046
169,E2B4D4,-132.9493074792244
170,E2B57D,-132.93760387811633
171,E2B6CF,-132.91419667590026
172,E2B778,-132.90249307479223
173,E2B8CA,-132.87908587257618
174,E2B973,-132.86738227146813
175,E2BAC5,-132.84397506925208
176,E2BB6E,-132.83227146814406
177,E2BCC0,-132.80886426592798
178,E2BD69,-132.79716066481996
179,E2BEBB,-132.77375346260388
180,E2C00D,-132.7503462603878
181,E2C0B6,-132.73864265927978
182,E2C208,-132.7152354570637
183,E2C35A,-132.69182825484765
184,E2C403,-132.68012465373963
185,E2C555,-132.65671745152355
186,E2C6A7,-132.6333102493075
187,E2C7F9,-132.60990304709142
188,E2C8A2,-132.59819944598337
189,E2C9F4,-132.5747922437673
190,E2CB46,-132.55138504155124
191,E2CBEF,-132.53968144044322
192,E2CD41,-132.51627423822714
193,E2CE93,-132.4928670360111
194,E2CFE5,-132.469459833795
195,E2D137,-132.44605263157894
196,E2D289,-132.42264542936286
197,E2D332,-132.41094182825483
198,E2D484,-132.38753462603879
199,E2D5D6,-132.3641274238227
200,E2D728,-132.34072022160666
201,E2D87A,-132.31731301939058
202,E2D9CC,-132.29390581717453
203,E2DA75,-132.28220221606648
204,E2DBC7,-132.2587950138504
205,E2DD19,-132.23538781163435
206,E2DE6B,-132.21198060941828
207,E2DFBD,-132.18857340720223
208,E2E10F,-132.16516620498615
209,E2E261,-132.1417590027701
210,E2E3B3,-132.11835180055402
211,E2E505,-132.09494459833795
212,E2E657,-132.07153739612187
213,E2E7A9,-132.04813019390582
214,E2E8FB,-132.02472299168974
215,E2EAF6,-131.98961218836567
216,E2EC48,-131.9662049861496
217,E2ED9A,-131.9427977839335
218,E2EE43,-131.9310941828255
219,E2EF95,-131.9076869806094
220,E2F0E7,-131.88427977839333
221,E2F2E2,-131.84916897506926
222,E2F434,-131.82576177285318
223,E2F586,-131.80235457063714
224,E2F6D8,-131.77894736842106
225,E2F82A,-131.75554016620498
226,E2F97C,-131.7321329639889
227,E2FACE,-131.70872576177285
228,E2FC20,-131.68531855955678
229,E2FD72,-131.66191135734073
230,E2FEC4,-131.63850415512465
231,E30016,-131.6150969529086
232,E30168,-131.59168975069252
233,E30363,-131.55657894736842
234,E304B5,-131.53317174515234
235,E30607,-131.5097645429363
236,E30759,-131.48635734072022
237,E308AB,-131.46295013850417
238,E309FD,-131.4395429362881
239,E30B4F,-131.41613573407201
240,E30CA1,-131.39272853185594
241,E30DF3,-131.3693213296399
242,E30FEE,-131.3342105263158
243,E31140,-131.31080332409974
244,E31292,-131.28739612188366
245,E313E4,-131.26398891966758
246,E31536,-131.2405817174515
247,E31688,-131.21717451523546
248,E317DA,-131.19376731301938
249,E319D5,-131.1586565096953
250,E31B27,-131.13524930747923
251,E31C79,-131.11184210526315
252,E31DCB,-131.08843490304707
253,E31F1D,-131.06502770083102
254,E3206F,-131.04162049861495
255,E3226A,-131.00650969529087
256,E323BC,-130.9831024930748
257,E3250E,-130.95969529085875
258,E32660,-130.93628808864267
259,E327B2,-130.9128808864266
260,E329AD,-130.8777700831025
261,E32AFF,-130.8543628808864
262,E32C51,-130.83095567867036
263,E32DA3,-130.80754847645431
264,E32F9E,-130.77243767313018
265,E330F0,-130.7490304709141
266,E33242,-130.72562326869806
267,E33394,-130.70221606648198
268,E3358F,-130.6671052631579
269,E336E1,-130.64369806094183
270,E33833,-130.62029085872578
271,E33985,-130.5968836565097
272,E33AD7,-130.57347645429363
273,E33C29,-130.55006925207755
274,E33E24,-130.51495844875348
275,E33F76,-130.4915512465374
276,E340C8,-130.46814404432135
277,E3421A,-130.44473684210527
278,E3436C,-130.4213296398892
279,E34567,-130.3862188365651
280,E346B9,-130.36281163434901
281,E3480B,-130.33940443213297
282,E3495D,-130.31599722991692
283,E34B58,-130.28088642659282
284,E34CAA,-130.25747922437674
285,E34DFC,-130.23407202216066
286,E34F4E,-130.21066481994458
287,E350A0,-130.18725761772853
288,E351F2,-130.16385041551246
289,E353ED,-130.12873961218838
290,E3553F,-130.1053324099723
291,E35691,-130.08192520775623
292,E357E3,-130.05851800554015
293,E35935,-130.0351108033241
294,E35A87,-130.01170360110802
295,E35BD9,-129.98829639889198
296,E35D2B,-129.9648891966759
297,E35F26,-129.9297783933518
298,E36078,-129.90637119113572
299,E361CA,-129.88296398891967
300,E3631C,-129.8595567867036
301,E3646E,-129.83614958448754
302,E365C0,-129.81274238227147
303,E36712,-129.78933518005542
304,E36864,-129.76592797783934
305,E36A5F,-129.73081717451524
306,E36BB1,-129.70740997229916
307,E36D03,-129.6840027700831
308,E36E55,-129.66059556786703
309,E36FA7,-129.63718836565099
310,E370F9,-129.6137811634349
311,E3724B,-129.59037396121883
312,E3739D,-129.56696675900275
313,E374EF,-129.5435595567867
314,E37641,-129.52015235457063
315,E37793,-129.49674515235458
316,E378E5,-129.4733379501385
317,E37A37,-129.44993074792245
318,E37B89,-129.42652354570637
319,E37CDB,-129.4031163434903
320,E37ED6,-129.3680055401662
321,E38028,-129.34459833795015
322,E3817A,-129.32119113573407
323,E382CC,-129.29778393351802
324,E3841E,-129.27437673130194
325,E38570,-129.25096952908586
326,E386C2,-129.2275623268698
327,E38814,-129.20415512465374
328,E38966,-129.18074792243766
329,E38AB8,-129.1573407202216
330,E38C0A,-129.13393351800553
331,E38D5C,-129.11052631578949
332,E38EAE,-129.0871191135734
333,E39000,-129.06371191135733
334,E39152,-129.04030470914128
335,E392A4,-129.0168975069252
336,E3949F,-128.9817867036011
337,E395F1,-128.95837950138505
338,E39743,-128.93497229916898
339,E39895,-128.9115650969529
340,E399E7,-128.88815789473682
341,E39B39,-128.86475069252077
342,E39C8B,-128.84134349030472
343,E39DDD,-128.81793628808865
344,E39F2F,-128.7945290858726
345,E3A12A,-128.75941828254847
346,E3A27C,-128.7360110803324
347,E3A3CE,-128.71260387811634
348,E3A520,-128.68919667590026
349,E3A672,-128.6657894736842
350,E3A7C4,-128.64238227146814
351,E3A916,-128.6189750692521
352,E3AA68,-128.595567867036
353,E3AC63,-128.5604570637119
354,E3ADB5,-128.53704986149583
355,E3AF07,-128.51364265927978
356,E3B059,-128.4902354570637
357,E3B1AB,-128.46682825484766
358,E3B3A6,-128.43171745152355
359,E3B4F8,-128.40831024930748
360,E3B64A,-128.3849030470914
361,E3B79C,-128.36149584487535
362,E3B8EE,-128.33808864265927
363,E3BAE9,-128.3029778393352
364,E3BC3B,-128.27957063711912
365,E3BD8D,-128.25616343490304
366,E3BEDF,-128.23275623268697
367,E3C0DA,-128.19764542936286
368,E3C22C,-128.17423822714682
369,E3C37E,-128.15083102493074
370,E3C579,-128.11572022160667
371,E3C6CB,-128.0923130193906
372,E3C81D,-128.0689058171745
373,E3C96F,-128.04549861495843
374,E3CB6A,-128.01038781163436
375,E3CCBC,-127.98698060941828
376,E3CE0E,-127.96357340720222
377,E3CF60,-127.94016620498614
378,E3D15B,-127.90505540166204
379,E3D2AD,-127.88164819944598
380,E3D3FF,-127.85824099722993
381,E3D5FA,-127.82313019390583
382,E3D74C,-127.79972299168975
383,E3D89E,-127.77631578947368
384,E3D9F0,-127.75290858725761
385,E3DBEB,-127.71779778393352
386,E3DD3D,-127.69439058171744
387,E3DE8F,-127.6709833795014
388,E3E08A,-127.63587257617729
389,E3E1DC,-127.61246537396123
390,E3E32E,-127.58905817174515
391,E3E529,-127.55394736842105
392,E3E67B,-127.53054016620499
393,E3E7CD,-127.50713296398891
394,E3E91F,-127.48372576177286
395,E3EB1A,-127.44861495844874
396,E3EC6C,-127.4252077562327
397,E3EDBE,-127.40180055401662
398,E3EFB9,-127.36668975069253
399,E3F10B,-127.34328254847645
400,E3F25D,-127.3198753462604
401,E3F3AF,-127.29646814404433
402,E3F5AA,-127.26135734072021
402,E3F6FC,-127.23795013850416
404,E3F84E,-127.21454293628808
404,E3F9A0,-127.19113573407202
406,E3FB9B,-127.15602493074792
406,E3FCED,-127.13261772853186
408,E3FE3F,-127.10921052631578
409,E3FF91,-127.08580332409973
409,E4018C,-127.05069252077563
410,E402DE,-127.02728531855956
412,E40430,-127.00387811634349
413,E4062B,-126.96876731301938
414,E4077D,-126.94536011080332
415,E408CF,-126.92195290858724
416,E40A21,-126.8985457063712
417,E40C1C,-126.86343490304708
418,E40D6E,-126.84002770083103
419,E40EC0,-126.81662049861495
420,E41012,-126.79321329639889
421,E4120D,-126.75810249307479
422,E4135F,-126.73469529085874
423,E414B1,-126.71128808864266
424,E416AC,-126.67617728531854
425,E417FE,-126.6527700831025
425,E41950,-126.62936288088643
426,E41AA2,-126.60595567867036
428,E41C9D,-126.57084487534625
429,E41DEF,-126.54743767313019
430,E41F41,-126.52403047091411
431,E4213C,-126.48891966759004
432,E4228E,-126.46551246537396
433,E423E0,-126.4421052631579
433,E42532,-126.41869806094182
435,E4272D,-126.38358725761773
436,E4287F,-126.36018005540166
437,E42A7A,-126.32506925207755
438,E42BCC,-126.3016620498615
439,E42D1E,-126.27825484764543
439,E42F19,-126.24314404432134
441,E4306B,-126.21973684210526
442,E431BD,-126.1963296398892
443,E433B8,-126.1612188365651
444,E4350A,-126.13781163434903
445,E43705,-126.10270083102493
445,E43857,-126.07929362880886
447,E439A9,-126.0558864265928
448,E43BA4,-126.02077562326869
449,E43CF6,-125.99736842105264
450,E43E48,-125.97396121883656
451,E44043,-125.93885041551246
452,E44195,-125.9154432132964
453,E44390,-125.8803324099723
454,E444E2,-125.85692520775623
455,E44634,-125.83351800554016
456,E4482F,-125.79840720221607
457,E44981,-125.77499999999999
458,E44AD3,-125.75159279778394
458,E44CCE,-125.71648199445984
459,E44E20,-125.69307479224376
461,E4501B,-125.65796398891968
461,E4516D,-125.6345567867036
462,E45368,-125.59944598337951
464,E454BA,-125.57603878116343
465,E4560C,-125.55263157894737
466,E45807,-125.51752077562327
467,E45959,-125.49411357340719
468,E45B54,-125.4590027700831
468,E45CA6,-125.43559556786703
470,E45EA1,-125.40048476454295
471,E45FF3,-125.37707756232687
471,E46145,-125.35367036011081
473,E46340,-125.31855955678671
474,E46492,-125.29515235457063
475,E465E4,-125.27174515235457
476,E467DF,-125.23663434903047
476,E46931,-125.2132271468144
478,E46B2C,-125.1781163434903
479,E46D27,-125.1430055401662
479,E46E79,-125.11959833795014
480,E46FCB,-125.09619113573406
482,E471C6,-125.06108033240999
482,E47318,-125.03767313019391
484,E47513,-125.00256232686979
485,E47665,-124.97915512465374
486,E477B7,-124.95574792243767
486,E479B2,-124.92063711911358
487,E47B04,-124.8972299168975
488,E47CFF,-124.86211911357341
489,E47E51,-124.83871191135734
491,E4804C,-124.80360110803323
492,E4819E,-124.78019390581717
493,E48399,-124.74508310249307
494,E484EB,-124.72167590027702
495,E486E6,-124.6865650969529
496,E48838,-124.66315789473686
497,E4898A,-124.63975069252078
498,E48B85,-124.60463988919668
499,E48D80,-124.56952908587259
499,E48ED2,-124.54612188365651
500,E490CD,-124.5110110803324
501,E4921F,-124.48760387811635
502,E49371,-124.46419667590027
503,E4956C,-124.42908587257618
504,E496BE,-124.4056786703601
505,E498B9,-124.37056786703602
506,E49A0B,-124.34716066481994
507,E49C06,-124.31204986149584
508,E49D58,-124.28864265927977
509,E49F53,-124.25353185595567
510,E4A0A5,-124.23012465373962
511,E4A1F7,-124.20671745152355
512,E4A3F2,-124.17160664819946
513,E4A5ED,-124.13649584487536
514,E4A73F,-124.11308864265928
515,E4A93A,-124.07797783933519
516,E4AA8C,-124.05457063711911
517,E4ABDE,-124.03116343490305
518,E4ADD9,-123.99605263157895
519,E4AF2B,-123.97264542936287
520,E4B126,-123.93753462603878
521,E4B278,-123.9141274238227
522,E4B473,-123.87901662049862
523,E4B5C5,-123.85560941828254
524,E4B7C0,-123.82049861495844
525,E4B912,-123.79709141274239
526,E4BA64,-123.77368421052631
527,E4BC5F,-123.73857340720222
528,E4BE5A,-123.70346260387812
529,E4BFAC,-123.68005540166206
530,E4C1A7,-123.64494459833796
531,E4C2F9,-123.62153739612188
532,E4C44B,-123.59813019390582
533,E4C646,-123.56301939058172
534,E4C798,-123.53961218836565
535,E4C993,-123.50450138504155
536,E4CAE5,-123.48109418282547
537,E4CCE0,-123.44598337950139
538,E4CE32,-123.42257617728531
539,E4D02D,-123.38746537396122
540,E4D17F,-123.36405817174516
541,E4D37A,-123.32894736842104
542,E4D4CC,-123.30554016620499
543,E4D6C7,-123.27042936288088
544,E4D819,-123.24702216066483
545,E4DA14,-123.21191135734072
546,E4DB66,-123.18850415512466
547,E4DD61,-123.15339335180056
548,E4DEB3,-123.12998614958448
549,E4E0AE,-123.0948753462604
550,E4E200,-123.07146814404432
551,E4E3FB,-123.03635734072022
552,E4E54D,-123.01295013850415
553,E4E748,-122.97783933518005
554,E4E89A,-122.95443213296399
555,E4EA95,-122.91932132963989
556,E4EBE7,-122.89591412742384
557,E4EDE2,-122.86080332409972
558,E4EF34,-122.83739612188364
559,E4F12F,-122.80228531855957
560,E4F281,-122.77887811634349
561,E4F47C,-122.74376731301938
562,E4F5CE,-122.72036011080333
563,E4F7C9,-122.68524930747922
564,E4F91B,-122.66184210526316
565,E4FB16,-122.62673130193906
566,E4FC68,-122.603324099723
567,E4FE63,-122.5682132963989
568,E4FFB5,-122.54480609418282
569,E501B0,-122.50969529085873
570,E50302,-122.48628808864265
571,E504FD,-122.45117728531856
572,E5064F,-122.42777008310249
573,E5084A,-122.39265927977839
574,E5099C,-122.36925207756232
575,E50B97,-122.33414127423822
576,E50CE9,-122.31073407202217
577,E50EE4,-122.27562326869806
578,E51036,-122.25221606648198
579,E51231,-122.2171052631579
580,E51383,-122.19369806094183
581,E5157E,-122.15858725761774
582,E516D0,-122.13518005540166
583,E518CB,-122.10006925207756
584,E51A1D,-122.0766620498615
585,E51B6F,-122.05325484764542
586,E51D6A,-122.01814404432133
587,E51EBC,-121.99473684210525
588,E520B7,-121.95962603878117
589,E522B2,-121.92451523545706
590,E52404,-121.90110803324099
591,E525FF,-121.8659972299169
592,E52751,-121.84259002770082
593,E5294C,-121.80747922437672
594,E52A9E,-121.78407202216067
595,E52C99,-121.74896121883656
596,E52DEB,-121.7255540166205
597,E52FE6,-121.69044321329639
597,E53138,-121.66703601108034
599,E53333,-121.63192520775624
600,E53485,-121.60851800554016
601,E53680,-121.57340720221607
602,E537D2,-121.55
603,E539CD,-121.5148891966759
604,E53BC8,-121.47977839335181
605,E53D1A,-121.45637119113573
606,E53E6C,-121.43296398891967
607,E54067,-121.39785318559557
608,E54262,-121.36274238227146
610,E543B4,-121.3393351800554
610,E54506,-121.31592797783932
611,E54701,-121.28081717451524
612,E548FC,-121.24570637119113
613,E54A4E,-121.22229916897508
614,E54C49,-121.18718836565097
615,E54D9B,-121.16378116343489
616,E54F96,-121.12867036011082
617,E550E8,-121.10526315789474
619,E552E3,-121.07015235457062
619,E55435,-121.04674515235457
620,E55630,-121.01163434903046
621,E55782,-120.98822714681441
622,E5597D,-120.95311634349031
623,E55ACF,-120.92970914127424
624,E55CCA,-120.89459833795014
625,E55E1C,-120.87119113573407
627,E56017,-120.83608033240998
627,E56169,-120.8126731301939
628,E56364,-120.7775623268698
629,E564B6,-120.75415512465374
630,E566B1,-120.71904432132963
631,E568AC,-120.68393351800555
632,E569FE,-120.66052631578947
633,E56BF9,-120.62541551246537
634,E56D4B,-120.6020083102493
635,E56F46,-120.5668975069252
636,E57098,-120.54349030470915
637,E57293,-120.50837950138504
638,E573E5,-120.48497229916899
639,E575E0,-120.44986149584489
640,E57732,-120.42645429362881
641,E5792D,-120.39134349030472
642,E57A7F,-120.36793628808864
643,E57C7A,-120.33282548476453
644,E57DCC,-120.30941828254848
645,E57FC7,-120.27430747922438
646,E581C2,-120.23919667590029
647,E58314,-120.21578947368421
648,E5850F,-120.18067867036011
649,E58661,-120.15727146814405
650,E5885C,-120.12216066481994
651,E589AE,-120.09875346260388
652,E58BA9,-120.06364265927978
653,E58CFB,-120.0402354570637
654,E58EF6,-120.00512465373961
655,E590F1,-119.97001385041551
656,E59243,-119.94660664819945
657,E5943E,-119.91149584487535
658,E59590,-119.88808864265927
659,E5978B,-119.85297783933518
660,E598DD,-119.8295706371191
661,E59AD8,-119.794459833795
662,E59C2A,-119.77105263157895
663,E59E25,-119.73594182825484
664,E59F77,-119.71253462603879
665,E5A172,-119.67742382271467
666,E5A2C4,-119.65401662049862
667,E5A4BF,-119.61890581717452
668,E5A611,-119.59549861495844
669,E5A80C,-119.56038781163436
670,E5A95E,-119.53698060941828
671,E5AB59,-119.50186980609419
672,E5ACAB,-119.47846260387811
673,E5AEA6,-119.44335180055401
674,E5AFF8,-119.41994459833795
675,E5B1F3,-119.38483379501385
676,E5B345,-119.36142659279778
677,E5B540,-119.32631578947368
678,E5B692,-119.3029085872576
679,E5B88D,-119.26779778393352
680,E5B9DF,-119.24439058171744
681,E5BBDA,-119.20927977839337
682,E5BDD5,-119.17416897506925
683,E5BF27,-119.15076177285317
684,E5C079,-119.12735457063712
685,E5C274,-119.09224376731302
686,E5C3C6,-119.06883656509696
687,E5C5C1,-119.03372576177286
688,E5C713,-119.0103185595568
689,E5C90E,-118.97520775623269
690,E5CA60,-118.95180055401661
691,E5CC5B,-118.91668975069253
692,E5CE56,-118.88157894736842
694,E5CFA8,-118.85817174515235
694,E5D1A3,-118.82306094182826
695,E5D2F5,-118.79965373961218
697,E5D4F0,-118.7645429362881
697,E5D642,-118.74113573407202
699,E5D83D,-118.70602493074792
699,E5D98F,-118.68261772853185
700,E5DB8A,-118.64750692520775
701,E5DD85,-118.61239612188365
702,E5DED7,-118.58898891966759
703,E5E0D2,-118.55387811634348
704,E5E224,-118.53047091412743
705,E5E41F,-118.49536011080332
706,E5E571,-118.47195290858727
707,E5E76C,-118.43684210526317
708,E5E967,-118.40173130193905
709,E5EAB9,-118.378324099723
710,E5ECB4,-118.34321329639889
711,E5EE06,-118.31980609418281
712,E5F001,-118.28469529085874
713,E5F153,-118.26128808864266
714,E5F34E,-118.22617728531857
715,E5F4A0,-118.2027700831025
716,E5F69B,-118.16765927977839
717,E5F7ED,-118.14425207756233
718,E5F9E8,-118.10914127423823
719,E5FB3A,-118.08573407202216
720,E5FD35,-118.05062326869806
721,E5FE87,-118.027216066482
722,E60082,-117.9921052631579
723,E6027D,-117.9569944598338
724,E603CF,-117.93358725761773
725,E605CA,-117.89847645429363
726,E6071C,-117.87506925207755
727,E60917,-117.83995844875346
728,E60A69,-117.81655124653739
729,E60C64,-117.7814404432133
730,E60DB6,-117.75803324099724
731,E60FB1,-117.72292243767312
732,E611AC,-117.68781163434903
733,E612FE,-117.66440443213295
734,E61450,-117.6409972299169
735,E6164B,-117.6058864265928
736,E61846,-117.57077562326869
737,E61998,-117.54736842105264
738,E61AEA,-117.52396121883656
739,E61CE5,-117.48885041551247
740,E61E37,-117.4654432132964
741,E62032,-117.4303324099723
742,E6222D,-117.3952216066482
743,E6237F,-117.37181440443213
744,E6257A,-117.33670360110803
745,E626CC,-117.31329639889196
746,E628C7,-117.27818559556786
747,E62A19,-117.2547783933518
748,E62C14,-117.2196675900277
749,E62D66,-117.19626038781165
750,E62F61,-117.16114958448753
751,E6315C,-117.12603878116343
752,E632AE,-117.10263157894737
753,E634A9,-117.06752077562327
754,E635FB,-117.04411357340722
755,E637F6,-117.0090027700831
756,E63948,-116.98559556786702
757,E63B43,-116.95048476454295
758,E63C95,-116.92707756232687
759,E63E90,-116.89196675900276
760,E63FE2,-116.8685595567867
761,E641DD,-116.8334487534626
762,E6432F,-116.81004155124654
763,E6452A,-116.77493074792244
764,E6467C,-116.75152354570638
765,E64877,-116.71641274238227
766,E64A72,-116.68130193905817
767,E64BC4,-116.65789473684211
768,E64DBF,-116.62278393351801
769,E64F11,-116.59937673130193
770,E65063,-116.57596952908587
771,E6525E,-116.54085872576177
772,E65459,-116.50574792243768
773,E655AB,-116.4823407202216
774,E657A6,-116.4472299168975
775,E658F8,-116.42382271468144
776,E65AF3,-116.38871191135733
777,E65C45,-116.36530470914128
778,E65E40,-116.33019390581717
779,E65F92,-116.30678670360112
780,E6618D,-116.27167590027702
781,E66388,-116.2365650969529
782,E664DA,-116.21315789473685
783,E666D5,-116.17804709141275
784,E66827,-116.15463988919667
785,E66A22,-116.11952908587259
786,E66B74,-116.09612188365651
787,E66D6F,-116.06101108033242
788,E66EC1,-116.03760387811634
789,E670BC,-116.00249307479224
790,E672B7,-115.96738227146815
791,E67409,-115.94397506925208
792,E67604,-115.90886426592797
793,E67756,-115.88545706371191
794,E67951,-115.85034626038781
795,E67AA3,-115.82693905817175
796,E67C9E,-115.79182825484764
797,E67DF0,-115.76842105263158
799,E67FEB,-115.73331024930748
800,E6813D,-115.7099030470914
801,E68338,-115.67479224376731
802,E6848A,-115.65138504155124
803,E68685,-115.61627423822713
804,E68880,-115.58116343490305
805,E689D2,-115.55775623268697
806,E68BCD,-115.52264542936288
807,E68D1F,-115.49923822714682
808,E68F1A,-115.4641274238227
809,E6906C,-115.44072022160665
810,E69267,-115.40560941828254
810,E693B9,-115.38220221606649
812,E695B4,-115.34709141274239
813,E69706,-115.32368421052632
814,E69901,-115.28857340720222
815,E69A53,-115.26516620498614
816,E69C4E,-115.23005540166206
816,E69DA0,-115.20664819944598
818,E69F9B,-115.17153739612188
819,E6A0ED,-115.14813019390581
820,E6A23F,-115.12472299168974
821,E6A43A,-115.08961218836565
821,E6A58C,-115.06620498614957
822,E6A787,-115.0310941828255
824,E6A8D9,-115.00768698060942
825,E6AAD4,-114.9725761772853
826,E6AC26,-114.94916897506926
827,E6AE21,-114.91405817174515
828,E6AF73,-114.89065096952909
829,E6B0C5,-114.86724376731301
829,E6B2C0,-114.83213296398893
831,E6B412,-114.80872576177285
831,E6B60D,-114.77361495844875
832,E6B75F,-114.75020775623268
834,E6B95A,-114.71509695290858
835,E6BAAC,-114.69168975069253
836,E6BCA7,-114.65657894736842
837,E6BDF9,-114.63317174515234
837,E6BF4B,-114.60976454293629
839,E6C146,-114.57465373961219
839,E6C298,-114.55124653739612
841,E6C493,-114.51613573407202
842,E6C68E,-114.48102493074792
843,E6C7E0,-114.45761772853186
844,E6C932,-114.43421052631578
845,E6CB2D,-114.39909972299169
846,E6CC7F,-114.37569252077562
847,E6CE7A,-114.34058171745153
848,E6CFCC,-114.31717451523545
849,E6D1C7,-114.28206371191135
850,E6D319,-114.2586565096953
850,E6D514,-114.22354570637118
852,E6D666,-114.20013850415513
853,E6D7B8,-114.17673130193906
854,E6D9B3,-114.14162049861496
855,E6DB05,-114.11821329639889
855,E6DD00,-114.08310249307479
857,E6DE52,-114.05969529085873
857,E6E04D,-114.02458448753463
859,E6E19F,-114.00117728531856
860,E6E2F1,-113.97777008310248
861,E6E4EC,-113.94265927977838
862,E6E63E,-113.91925207756233
863,E6E839,-113.88414127423822
863,E6E98B,-113.86073407202217
865,E6EADD,-113.83732686980609
865,E6ECD8,-113.802216066482
866,E6EE2A,-113.77880886426593
868,E6F025,-113.74369806094182
869,E6F177,-113.72029085872576
870,E6F372,-113.68518005540166
871,E6F4C4,-113.6617728531856
872,E6F616,-113.63836565096952
873,E6F811,-113.60325484764545
873,E6F963,-113.57984764542937
874,E6FB5E,-113.54473684210525
876,E6FCB0,-113.5213296398892
877,E6FE02,-113.49792243767313
878,E6FFFD,-113.46281163434904
878,E7014F,-113.43940443213296
879,E7034A,-113.40429362880886
881,E7049C,-113.3808864265928
882,E70697,-113.3457756232687
883,E707E9,-113.32236842105263
884,E7093B,-113.29896121883655
884,E70B36,-113.26385041551248
886,E70C88,-113.2404432132964
887,E70E83,-113.20533240997229
887,E70FD5,-113.18192520775624
888,E71127,-113.15851800554016
890,E71322,-113.12340720221607
890,E71474,-113.1
892,E7166F,-113.0648891966759
893,E717C1,-113.04148199445983
894,E719BC,-113.00637119113573
895,E71B0E,-112.98296398891966
895,E71D09,-112.94785318559556
897,E71E5B,-112.92444598337951
897,E71FAD,-112.90103878116344
899,E721A8,-112.86592797783935
899,E722FA,-112.84252077562327
900,E724F5,-112.80740997229915
901,E72647,-112.7840027700831
902,E72842,-112.748891966759
903,E72994,-112.72548476454294
904,E72B8F,-112.69037396121884
905,E72CE1,-112.66696675900276
906,E72E33,-112.6435595567867
907,E7302E,-112.6084487534626
908,E73180,-112.58504155124655
909,E7337B,-112.54993074792243
910,E734CD,-112.52652354570638
911,E736C8,-112.49141274238227
912,E7381A,-112.46800554016619
913,E7396C,-112.44459833795014
914,E73B67,-112.40948753462604
915,E73D62,-112.37437673130195
916,E73EB4,-112.35096952908587
917,E740AF,-112.31585872576177
918,E74201,-112.29245152354571
919,E74353,-112.26904432132963
920,E7454E,-112.23393351800554
921,E746A0,-112.21052631578947
922,E7489B,-112.17541551246536
923,E749ED,-112.1520083102493
924,E74BE8,-112.1168975069252
925,E74D3A,-112.09349030470915
926,E74F35,-112.05837950138503
927,E75087,-112.03497229916898
928,E751D9,-112.0115650969529
929,E753D4,-111.9764542936288
930,E75526,-111.95304709141274
931,E75721,-111.91793628808864
932,E75873,-111.89452908587258
933,E75A6E,-111.85941828254848
934,E75BC0,-111.83601108033241
935,E75DBB,-111.80090027700831
936,E75F0D,-111.77749307479223
937,E7605F,-111.75408587257618
938,E7625A,-111.71897506925207
939,E76455,-111.68386426592797
940,E765A7,-111.66045706371192
941,E767A2,-111.6253462603878
942,E768F4,-111.60193905817175
943,E76A46,-111.57853185595567
944,E76C41,-111.54342105263159
945,E76D93,-111.52001385041551
946,E76F8E,-111.48490304709141
947,E770E0,-111.46149584487534
948,E772DB,-111.42638504155124
949,E7742D,-111.40297783933518
950,E77628,-111.36786703601108
951,E7777A,-111.34445983379503
952,E77975,-111.30934903047091
953,E77AC7,-111.28594182825483
954,E77CC2,-111.25083102493076
955,E77E14,-111.22742382271468
956,E7800F,-111.19231301939057
957,E78161,-111.16890581717452
958,E7835C,-111.1337950138504
959,E784AE,-111.11038781163435
960,E786A9,-111.07527700831025
961,E787FB,-111.05186980609419
962,E789F6,-111.01675900277009
963,E78BF1,-110.98164819944598
964,E78D43,-110.95824099722992
965,E78F3E,-110.92313019390582
966,E79090,-110.89972299168976
967,E7928B,-110.86461218836565
968,E793DD,-110.84120498614958
969,E795D8,-110.80609418282549
970,E7972A,-110.78268698060941
